date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand,month,day_name,year,day,day_of_week,week_of_year,quarter,is_weekend,is_holiday,month_sin,month_cos,dow_sin,dow_cos,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,expanding_mean,demand_change_1,demand_change_7,price_diff,discounted_price,inventory_sales_ratio,catboost_prediction,lightgbm_prediction,ensemble_prediction,residual,lof_anomaly,z_score,zscore_anomaly,final_anomaly
2023-08-10,4,12,3,1,1192,241,0,80.3,25,0,1,88.72,2,0,230,8,4,2023,10,3,32,3,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,153.0,43.0,148.0,154.0,133.71428571428572,141.28571428571428,147.3,83.09976792128498,61.72695716928962,121.20136518771331,77.0,187.0,-8.420000000000002,60.224999999999994,4.925619834710743,236.6863176205744,240.23325146195177,238.10509115712534,-8.105091157125344,1,4.604914623997892,1,1
2022-06-09,4,14,3,1,144,144,606,80.73,15,0,1,91.63,2,0,369,6,4,2022,9,3,23,2,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,176.0,146.0,99.0,157.0,147.42857142857142,127.57142857142857,104.03333333333333,38.21804609891825,45.994364972194106,115.9748427672956,193.0,223.0,-10.899999999999991,68.6205,0.993103448275862,356.3062901233027,333.5285173057839,347.1951809962952,21.80481900370478,1,12.270240421037276,1,1
2022-06-10,4,14,3,1,342,57,0,34.31,25,0,1,41.24,2,0,72,6,0,2022,10,4,23,2,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,369.0,136.0,179.0,40.0,179.28571428571428,146.85714285714286,111.1,91.97049216227678,66.24216284158474,117.55625,-297.0,-64.0,-6.93,25.7325,5.896551724137931,83.930362802422,80.95138460664867,82.73877152411268,-10.738771524112678,1,6.090835654619366,1,1
2023-11-28,4,14,3,1,143,69,0,40.6,20,1,1,45.33,0,0,102,11,5,2023,28,1,48,4,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,237.0,203.0,83.0,64.0,148.71428571428572,133.85714285714286,121.23333333333333,64.6057641538644,41.85746201618984,122.19252873563218,-135.0,-101.0,-4.729999999999997,32.480000000000004,2.0428571428571427,94.71275669059942,98.19976895497427,96.10756159634937,5.89243840365063,1,3.2924839410736166,1,1
2023-04-12,4,15,4,1,0,0,0,26.74,0,1,0,30.06,1,1,24,4,6,2023,12,2,15,2,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,138.0,119.0,94.0,132.0,155.14285714285714,131.14285714285714,120.7,48.46795701432909,49.77615410255578,96.53648068669528,-114.0,-95.0,-3.3200000000000003,26.74,0.0,32.43604363340046,35.044089323738795,33.47926190953579,-9.479261909535794,1,5.380221015109947,1,1
2023-05-06,4,15,4,1,10,10,0,24.34,5,0,0,28.01,1,1,15,5,2,2023,6,5,18,2,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,17.0,42.0,71.0,140.0,26.857142857142858,34.214285714285715,60.93333333333333,15.45346316556776,57.17844622446176,93.56530612244897,-2.0,-27.0,-3.6700000000000017,23.122999999999998,0.9090909090909091,20.113083999599297,35.28106058304488,26.18027463297753,-11.180274632977529,1,6.339931468511727,1,1
2022-06-18,4,16,4,1,207,32,0,30.58,10,1,1,29.19,2,0,52,6,2,2022,18,5,24,2,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,231.0,96.0,154.0,22.0,115.14285714285714,107.0,88.83333333333333,55.16468849855732,47.22512724893558,97.92261904761905,-179.0,-44.0,1.389999999999997,27.522,6.2727272727272725,46.48182877339187,45.19850325162518,45.96849856468519,6.031501435314809,1,3.370943227903535,1,1
2022-08-10,4,16,4,1,96,57,53,33.37,0,1,0,32.33,2,0,48,8,6,2022,10,2,32,3,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,94.0,220.0,158.0,32.0,127.57142857142857,110.21428571428571,75.7,55.120646896473545,57.42290183517729,91.55656108597285,-46.0,-172.0,1.0399999999999991,33.37,1.6551724137931034,53.4498710089707,53.400808903367135,53.430246166729276,-5.430246166729276,1,3.095768535238243,1,1
2022-02-24,4,17,0,1,263,32,0,16.02,10,2,0,13.88,3,0,28,2,4,2022,24,3,8,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,259.0,53.0,182.0,112.0,156.42857142857142,148.85714285714286,144.23333333333332,71.77013571780668,42.55032179734336,133.75925925925927,-231.0,-25.0,2.139999999999999,14.418,7.96969696969697,39.14466462239719,36.2754186572853,37.996966236352435,-9.996966236352435,1,5.672309514725618,1,1
2022-09-03,4,17,0,1,82,82,238,31.07,10,3,1,33.25,0,0,271,9,2,2022,3,5,35,3,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,94.0,56.0,114.0,130.0,101.0,99.0,111.76666666666667,40.488681545999164,32.12549029099465,121.37959183673469,177.0,215.0,-2.1799999999999997,27.963,0.9879518072289156,253.9455405018281,258.80691505172507,255.8900903217869,15.109909678213114,1,8.49297622089004,1,1
2023-01-14,4,17,0,1,229,140,248,24.7,20,0,1,27.28,3,0,220,1,2,2023,14,5,2,1,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,234.0,58.0,154.0,137.0,164.28571428571428,158.5,133.8,61.10295760903411,48.785526400838464,123.05820105820106,-14.0,162.0,-2.580000000000002,19.76,1.624113475177305,214.58501982469886,211.05473408948882,213.17290553061483,6.827094469385173,1,3.819816385010829,1,1
